trait_name,trait_def,ontology,term_id,term_label,term_definition,similarity,above_threshold
Weight,mean weight of larvae during their feeding period,OBA,OBA:2057477,level of low molecular weight phosphotyrosine protein phosphatase (human) in cerebrospinal fluid,The amount of a low molecular weight phosphotyrosine protein phosphatase (human) when measured in cerebrospinal fluid.,0.1666,FALSE
Weight,mean weight of larvae during their feeding period,OBA,HP:0004324,Increased body weight,Abnormally increased body weight.,0.2716,FALSE
Weight,mean weight of larvae during their feeding period,OBA,HP:0004325,Decreased body weight,Abnormally low body weight.,0.3055,FALSE
Weight,mean weight of larvae during their feeding period,PATO,PATO:0000128,weight,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism.",0.3548,FALSE
Weight,mean weight of larvae during their feeding period,PATO,PATO:0000582,increased weight,A weight which is relatively high.,0.3597,FALSE
Weight,mean weight of larvae during their feeding period,PATO,PATO:0000583,decreased weight,A weight which is relatively low.,0.3668,FALSE
Weight,mean weight of larvae during their feeding period,PATO,PATO:0000125,mass,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism.",0.3548,FALSE
Weight,mean weight of larvae during their feeding period,PATO,PATO:0001470,ratio,A quality inhering in a bearer by virtue of the bearer's magnitude in proportion to the magnitude of another entity.,0.1537,FALSE
Weight,mean weight of nymphs during their feeding period,OBA,OBA:VT0004257,placenta mass,The mass of a placenta.,0.3502,FALSE
Weight,mean weight of nymphs during their feeding period,OBA,OBA:2057477,level of low molecular weight phosphotyrosine protein phosphatase (human) in cerebrospinal fluid,The amount of a low molecular weight phosphotyrosine protein phosphatase (human) when measured in cerebrospinal fluid.,0.167,FALSE
Weight,mean weight of nymphs during their feeding period,OBA,HP:0004324,Increased body weight,Abnormally increased body weight.,0.2834,FALSE
Weight,mean weight of nymphs during their feeding period,OBA,HP:0004325,Decreased body weight,Abnormally low body weight.,0.3388,FALSE
Weight,mean weight of nymphs during their feeding period,PATO,PATO:0000128,weight,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism.",0.3303,FALSE
Weight,mean weight of nymphs during their feeding period,PATO,PATO:0000582,increased weight,A weight which is relatively high.,0.3565,FALSE
Weight,mean weight of nymphs during their feeding period,PATO,PATO:0000583,decreased weight,A weight which is relatively low.,0.3676,FALSE
Weight,mean weight of nymphs during their feeding period,PATO,PATO:0000125,mass,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism.",0.3303,FALSE
Weight,mean weight of nymphs during their feeding period,PATO,PATO:0001470,ratio,A quality inhering in a bearer by virtue of the bearer's magnitude in proportion to the magnitude of another entity.,0.144,FALSE
Weight,mean weight of engorged nymphs moulting to males,OBA,OBA:VT0004257,placenta mass,The mass of a placenta.,0.3365,FALSE
Weight,mean weight of engorged nymphs moulting to males,OBA,OBA:2057477,level of low molecular weight phosphotyrosine protein phosphatase (human) in cerebrospinal fluid,The amount of a low molecular weight phosphotyrosine protein phosphatase (human) when measured in cerebrospinal fluid.,0.1781,FALSE
Weight,mean weight of engorged nymphs moulting to males,OBA,HP:0004324,Increased body weight,Abnormally increased body weight.,0.2969,FALSE
Weight,mean weight of engorged nymphs moulting to males,OBA,HP:0004325,Decreased body weight,Abnormally low body weight.,0.3144,FALSE
Weight,mean weight of engorged nymphs moulting to males,PATO,PATO:0000128,weight,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism.",0.3066,FALSE
Weight,mean weight of engorged nymphs moulting to males,PATO,PATO:0000582,increased weight,A weight which is relatively high.,0.3557,FALSE
Weight,mean weight of engorged nymphs moulting to males,PATO,PATO:0000583,decreased weight,A weight which is relatively low.,0.3519,FALSE
Weight,mean weight of engorged nymphs moulting to males,PATO,PATO:0000125,mass,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism.",0.3066,FALSE
Weight,mean weight of engorged nymphs moulting to males,PATO,PATO:0001470,ratio,A quality inhering in a bearer by virtue of the bearer's magnitude in proportion to the magnitude of another entity.,0.1605,FALSE
weight,Mean weight 14 days after hatching,OBA,OBA:VT0004257,placenta mass,The mass of a placenta.,0.4027,FALSE
weight,Mean weight 14 days after hatching,OBA,OBA:2057477,level of low molecular weight phosphotyrosine protein phosphatase (human) in cerebrospinal fluid,The amount of a low molecular weight phosphotyrosine protein phosphatase (human) when measured in cerebrospinal fluid.,0.1545,FALSE
weight,Mean weight 14 days after hatching,OBA,HP:0004324,Increased body weight,Abnormally increased body weight.,0.2599,FALSE
weight,Mean weight 14 days after hatching,OBA,HP:0004325,Decreased body weight,Abnormally low body weight.,0.303,FALSE
weight,Mean weight 14 days after hatching,PATO,PATO:0000128,weight,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism.",0.2979,FALSE
weight,Mean weight 14 days after hatching,PATO,PATO:0000582,increased weight,A weight which is relatively high.,0.3909,FALSE
weight,Mean weight 14 days after hatching,PATO,PATO:0000583,decreased weight,A weight which is relatively low.,0.389,FALSE
weight,Mean weight 14 days after hatching,PATO,PATO:0000125,mass,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism.",0.2979,FALSE
weight,Mean weight 14 days after hatching,PATO,PATO:0001470,ratio,A quality inhering in a bearer by virtue of the bearer's magnitude in proportion to the magnitude of another entity.,0.1248,FALSE
weight,Mean weight on day of engorgement,OBA,OBA:VT0004257,placenta mass,The mass of a placenta.,0.432,FALSE
weight,Mean weight on day of engorgement,OBA,OBA:2057477,level of low molecular weight phosphotyrosine protein phosphatase (human) in cerebrospinal fluid,The amount of a low molecular weight phosphotyrosine protein phosphatase (human) when measured in cerebrospinal fluid.,0.1462,FALSE
weight,Mean weight on day of engorgement,OBA,HP:0004324,Increased body weight,Abnormally increased body weight.,0.3778,FALSE
weight,Mean weight on day of engorgement,OBA,HP:0004325,Decreased body weight,Abnormally low body weight.,0.3192,FALSE
weight,Mean weight on day of engorgement,PATO,PATO:0000128,weight,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism.",0.3116,FALSE
weight,Mean weight on day of engorgement,PATO,PATO:0000582,increased weight,A weight which is relatively high.,0.3992,FALSE
weight,Mean weight on day of engorgement,PATO,PATO:0000583,decreased weight,A weight which is relatively low.,0.3781,FALSE
weight,Mean weight on day of engorgement,PATO,PATO:0000125,mass,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism.",0.3116,FALSE
weight,Mean weight on day of engorgement,PATO,PATO:0001470,ratio,A quality inhering in a bearer by virtue of the bearer's magnitude in proportion to the magnitude of another entity.,0.1724,FALSE
body size,mean weight of engorged tick,OBA,OBA:0000107,multivesicular body size,The size of a multivesicular body.,0.225,FALSE
body size,mean weight of engorged tick,OBA,OBA:0002793,ciliary body size,The size of a ciliary body.,0.2622,FALSE
body size,mean weight of engorged tick,OBA,OBA:0003321,pineal body size,The size of a pineal body.,0.3074,FALSE
body size,mean weight of engorged tick,OBA,OBA:VT0100005,body size trait,The size of a multicellular organism.,0.2256,FALSE
body size,mean weight of engorged tick,OBA,OBA:0002168,skin of body size,The size of a skin of body.,0.2635,FALSE
body size,mean weight of engorged tick,PATO,PATO:0000117,size,A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.,0.1891,FALSE
body size,mean weight of engorged tick,PATO,PATO:0000276,brood size,A reproductive quality inhering in the young of an animal by virtue of their number.,0.1589,FALSE
body size,mean weight of engorged tick,PATO,PATO:0000586,increased size,A size quality which is relatively high.,0.1357,FALSE
body size,mean weight of engorged tick,PATO,PATO:0000587,decreased size,A size quality which is relatively low.,0.1424,FALSE
body size,mean weight of engorged tick,PATO,PATO:0005015,tapered size,A size quality inhering in an entity or set of entities in which size increases or decreases along the extent of the entity or set.,0.126,FALSE
body size,mean weight of engored nymphs,OBA,OBA:0000107,multivesicular body size,The size of a multivesicular body.,0.2069,FALSE
body size,mean weight of engored nymphs,OBA,OBA:0002793,ciliary body size,The size of a ciliary body.,0.2307,FALSE
body size,mean weight of engored nymphs,OBA,OBA:0003321,pineal body size,The size of a pineal body.,0.2966,FALSE
body size,mean weight of engored nymphs,OBA,OBA:VT0100005,body size trait,The size of a multicellular organism.,0.2263,FALSE
body size,mean weight of engored nymphs,OBA,OBA:0002168,skin of body size,The size of a skin of body.,0.2417,FALSE
body size,mean weight of engored nymphs,PATO,PATO:0000117,size,A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.,0.2066,FALSE
body size,mean weight of engored nymphs,PATO,PATO:0000276,brood size,A reproductive quality inhering in the young of an animal by virtue of their number.,0.2382,FALSE
body size,mean weight of engored nymphs,PATO,PATO:0000586,increased size,A size quality which is relatively high.,0.137,FALSE
body size,mean weight of engored nymphs,PATO,PATO:0000587,decreased size,A size quality which is relatively low.,0.1487,FALSE
body size,mean weight of engored nymphs,PATO,PATO:0005015,tapered size,A size quality inhering in an entity or set of entities in which size increases or decreases along the extent of the entity or set.,0.1389,FALSE
Body Mass,Weight of an individual engorged female,OBA,OBA:VT0001259,body mass,The mass of a multicellular organism.,0.3914,FALSE
Body Mass,Weight of an individual engorged female,OBA,OBA:VT0010482,body fat mass,The mass of a adipose tissue.,0.4238,FALSE
Body Mass,Weight of an individual engorged female,OBA,OBA:2045456,body mass to body extent ratio,A compound attribute that is the ratio of body mass to body extent.,0.2696,FALSE
Body Mass,Weight of an individual engorged female,OBA,OBA:2045455,body mass to height ratio,A compound attribute that is the ratio of body mass to body height.,0.2046,FALSE
Body Mass,Weight of an individual engorged female,OBA,OBA:2030004,total skin mass,The mass of a skin of body.,0.3785,FALSE
Body Mass,Weight of an individual engorged female,PATO,PATO:0000125,mass,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism.",0.3079,FALSE
Body Mass,Weight of an individual engorged female,PATO,PATO:0001019,mass density,A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.,0.2033,FALSE
Body Mass,Weight of an individual engorged female,PATO,PATO:0001562,decreased mass,A mass which is lower than normal or average.,0.3095,FALSE
Body Mass,Weight of an individual engorged female,PATO,PATO:0001563,increased mass,A mass which is higher than normal or average.,0.3539,FALSE
